DW_LOCALIDADE;address_number;region_code;division;customer_address_1;city;country;state;region_name;division_name
0f0da1f72f700c67b8f1979ce73f1491ce7b07dccd86c6f305abb4a38d71889f;10004516;5;1;Vehicle Operations;Lighthorne Warwick;UK;nao informado;International;International
192c8fc29f67980552684e2e1deb065d09b0cc18de256d9eaa37525c37d5e5e5;10024016;5;1;1-16-33 Kotsubo Zushi;Kanagawa;AU;nao informado;International;International
6e4e969a7e7737562ddc3b4bf910f57d18e3f89652814a336923e6c4a47ab36b;10027050;4;2;3204 W Mill Road;Milwaukie;US;WI;Central;Domestic
cdb76350acf9cb19fd87701bd604336e9b24a1d5a2916700b563e73dd0b79045;10006977;5;1;nao informado;nao informado;nao informado;nao informado;International;International
85c142dbb018f0a80427cfff7e7a154d7de532e855a0c97a6f2609543545e95f;10013574;5;1;nao informado;nao informado;nao informado;nao informado;International;International
a9c3e7ee242dce21ac50913b716b3dd71c38c286aeb775e39a144b5412e21e21;10025158;5;1;nao informado;nao informado;nao informado;nao informado;International;International
0cbc97f75f29ca1f865840e40fcc34e53a861acdf5c3a5d28017aaefa0090147;10022444;4;2;Detroit Technical Center;Livonia;US;MI;Central;Domestic
3ac508be4b51c97060dafb4ac1635bb034b4a7195e9c14fa6716176ec60f953b;10025302;2;2;4345 South West Boulevard;Tulsa;US;OK;Southern;Domestic
372ca2f81760dd8f7f1ae9017b6874191192251546f9708cb0cafadd1fc706db;10020931;1;2;PO Box 549;Bozeman;US;MT;Western;Domestic
4aeb5f06f4b5b77314bb1afecd64cb8748b162c19432acb1da1a546de9801132;10020446;4;2;Worldwide Purchasing;Pontiac;US;MI;Central;Domestic
6da7120ddca7c671e6e2c86f3657b89283c568cf23e906ffbb04506d0decb3d6;10025252;4;2;PO Box 4405;Elkhart;US;IN;Central;Domestic
a87cb111d1df1c97f785d0243023f26482e93da7fb04dd7573513bf77449a276;10018518;5;1;nao informado;nao informado;nao informado;nao informado;International;International
336c372acb19958d86413dcd9b5142b05ea608fcf39ced7ee8216d67beb5f859;10001103;5;1;nao informado;nao informado;nao informado;nao informado;International;International
4f5888399a9533a68c007783110b7a372fbdf25a2f219dbb203d73d7b74946b8;10013397;5;1;nao informado;nao informado;nao informado;nao informado;International;International
ade2cc481001169c6c54226bef284cf0c900fb4ab96f0c7e03fffc16559a451b;10020639;2;2;PO Box 3445;Tulsa;US;OK;Southern;Domestic
bec88735d54ebe5c46f00ca06dde84c0e87fe7a2c6981efa3fc2e2cb98fae80c;10008596;2;2;PO Box 578;Springhill;US;LA;Southern;Domestic
e8049dbe9a5810c448190c34eb96c1b3f4b28fd68da7a409aa01b9809ebfc8f2;10024246;3;2;580 Waterman Avenue;East Providence;US;RI;Northeast;Domestic
ff436494d4fe3ad24caa544952ac85e2dce1662eee7d139fefe04b33aa8080c0;10021270;5;1;nao informado;nao informado;nao informado;nao informado;International;International
7b7f9424ed562a0de719cf53a7573627ed3b2ee6042dea48efe6f1de53223403;10025033;1;2;226 North 13th;Billings;US;MT;Western;Domestic
42f401ac7f3bc5e8804f110b92b5eac5f98cd88e0224679a2b866cbf3fa24074;10025560;2;2;125 Hampton Ct.;Cramerton;US;NC;Southern;Domestic
a99fbf6f5b7a6d8273f16f3bbe480b247a4b9b6f139d46a25e9e3e82a4b6f5e3;10000457;5;1;nao informado;nao informado;nao informado;nao informado;International;International
0f72a03ced22dca8987c20d833fe183ad644101c6f6021f8a256708a90766fed;10008893;1;2;508 South First Street;Yakama;US;WA;Western;Domestic
f8e64051224831eff3a966166be94062e9661f904b47fc2476515a78a5e0b391;10025571;4;2;PO Box 3283;Des Moines;US;IA;Central;Domestic
ceabd344b7f8e668c6a99337c15b9af30822a349232325a53486a70eaa195b9c;10021459;2;2;Memphis PDC #19;Olive Branch;US;MS;Southern;Domestic
f87651e7ecbaf843817a6174b647ef43fa13f248e9aaa981ca88f77e6464d8f2;10025515;2;2;3650 Bay Street;Jackson;US;MS;Southern;Domestic
436b70eb3952db45699ba6a272a9e8fcfa1bc33a4f8dd7efca0eb7ba17556fb4;10022249;2;2;201 Old Boiling Springs Road;Shelby;US;NC;Southern;Domestic
2d2b8226db40d451d30d31b679da1edf1238824f1104de854daa0cf019b53b98;10020914;2;2;PO Box 547;Calhoun;US;LA;Southern;Domestic
d626608c6cf593d29667d53e2f8388d619698cbfcafd6af9c838bb8557a291f5;10021204;0;1;480 Gordon Baker Road;Toronto;CA;ON;Canada;International
5e231e691094db0e35349b95e6a1407ad5b7a3a5b636cf49673017f24b6bddda;10011842;5;1;nao informado;nao informado;nao informado;nao informado;International;International
98e7461769d41ed667eb91e626930f14d79e213d02e012f2c4d7b949b04795f7;10024704;5;1;nao informado;nao informado;nao informado;nao informado;International;International
c34c98c70213e05af6dc8a2e005b061e121efc2b6625f0cf76e89621d4160e9f;10023715;4;2;Central Division;Plainfield;US;IN;Central;Domestic
4ce5941bc010ce8904574292de3e4e6a29d00affaf9aa11c6b8c2aa1d35775eb;10018871;4;2;Field Accounting Department;Livonia;US;MI;Central;Domestic
b36c303bc7696bb999b77c242a8f6c3bb4a0e24ed3fa92e426d26e8a1d8d75c7;10019665;4;2;7940 New Jersey Avenue;Hammond;US;IN;Central;Domestic
1e470d7bf72ca912b928c9c6cbeeb51c833c9936b31e36917c84f6e3b482888e;10027572;3;2;2210 Bowen Road;Elma;US;NY;Northeast;Domestic
0d97276690f07fd6bf75d13ecd00192b970cb6f1e710819fda7a77b4ffe5c5ef;10017852;5;1;nao informado;nao informado;nao informado;nao informado;International;International
061203069131afb8dadeefa1431e78d5ef8a977d1f45bc00ac28e9f6489529af;10009642;4;2;812 Draper Avenue;Joliet;US;IL;Central;Domestic
ab33e639a87c31ed0eddaa000718dcfcb4fd8f5ebebf4f4617ce49e65c5ed954;10009676;4;2;167 East Kalamazoo Avenue;Kalamazoo;US;MI;Central;Domestic
c9d4ee63dc808e2f1e8cfc3291fc1fe292672120ae3fd94152ff46b0b4a6a101;10000475;2;2;5745 N Tryon Street;Charlotte;US;NC;Southern;Domestic
d71126e24ba2aa320aab3170d84b85486e992bc6ec3a52c922b812bac3a7826b;10017072;4;2;4200 S Morgan Street;Chicago;US;IL;Central;Domestic
6ccd22bd7011304863781ac6001f9678a9147dd259aba6050f62bc6cdefbbe27;10002136;5;1;nao informado;nao informado;nao informado;nao informado;International;International
249bee503d29fdb149891e5588f5f086bc8dd06934530fb853c7dacfaf56bf93;10018877;5;1;Dagher Plast Building 17;Beirut;AU;nao informado;International;International
27b8c51e702e7c92bc0573fd0d885d936868df3b0fa1406f6772a7fcdfea05e8;10025032;0;1;c/o Rampar International Trade Corp.;Montreal;CA;QU;Canada;International
1bbb420cb6805c4e8e87ec64988fdd625460165342805dc86aed90f43a80a8c4;10011089;5;1;nao informado;nao informado;nao informado;nao informado;International;International
f92793e022fb954c6fa3e759f5420b78fa334cd1c45e271a1988d78955a20611;10004255;5;1;3F Shinwoo Building;Seoul;AU;nao informado;International;International
1b220b9ca28772873f3db4545b95b9d8ef5bc4eff7953f731d095b5cb91fe2e1;10011600;5;1;nao informado;nao informado;nao informado;nao informado;International;International
fbe1b6644addccc5a79d23bfa6f0e75b6671f0bf133de9e48e94131109f37a0e;10010887;0;1;9605 56th Avenue;Edmonton;CA;AB;Canada;International
1f9a0020028192d94097efb805287163b461cb6be2ad55585b258f498b5b7b30;10009669;5;1;nao informado;nao informado;UK;nao informado;International;International
17de3e9b14e0273eb9c6439555aa18d15c1ba4bea58b07d728e7210b3c76297a;10014238;5;1;S Gravendam Seweg 53;2215 TC Voorhout;IR;nao informado;International;International
998582ed490871578c76dfea243878398bee5cb050895e36af1176eb15e2de12;10020672;5;1;Brobekkveien 105;N-0598 Oslo;IR;nao informado;International;International
0020a04b0dcdc18d2df3c73c273ce3cb2066a1c745155408d44b055bee03a3f7;10000478;2;2;8120 E Doyle Springs Road;Little Rock;US;AR;Southern;Domestic
2cecbdbb234b597b0eb5ae853ca38c7709e69cc91f445086b626f345ec25d9be;10027560;2;2;3356 Kermit Highway;Odessa;US;TX;Southern;Domestic
d8e2ee8753f8b1e65d841026c6bc0257a4998138107c8e2c73dd12c04ddd521d;10011997;3;2;2177 Dale Avenue SE;Roanoke;US;VA;Northeast;Domestic
6b78e7b4bc6521315ded0281e2fa513596f968cc5fb1e908025c6828f3bb1ede;10025359;5;1;nao informado;nao informado;nao informado;nao informado;International;International
01cb2b871f08817dd583e6e68e2fe9360d09a6fa865ec5347630f28815308be5;10014810;4;2;Attention: Accounts Payable Department;Canton;US;OH;Central;Domestic
12db8b2781dea46d61d4140b0804c79286a250573cb1a1c84e1fdb6d21c32b84;10022167;5;1;PO Box 10361;Georgetown;AU;nao informado;International;International
0b90c7ba4980519f4533982407fa297be1e4b954b2ee7ac0158b888bc09aa4c8;10010886;1;2;522 Montana Avenue;Libby;US;MT;Western;Domestic
b5bdedb87ec7725ecfc9199b26211c4a0e355dc718850870737760ff32bc7382;10002161;5;1;nao informado;nao informado;nao informado;nao informado;International;International
30008e684c598c584ac8b88ad962444b3bb4091dfd09c01a12bd14e7151fd149;10025086;5;1;nao informado;nao informado;nao informado;nao informado;International;International
2fa0e71d9b755bdb4b263788970dd790ecf9d428e4da2c68496b45df7277453e;10025023;0;1;815 Circle Drive East;Saskatoon;CA;SK;Canada;International
112d21ef5783045166b7e68fdb48ce0a41509e76291ef515aa34f9c40fddf82d;10024942;5;1;nao informado;nao informado;nao informado;nao informado;International;International
4bac070d2ec63b937bf0712da22766b62e886ccaa01d45939de93973a70e3abd;10011821;5;1;nao informado;nao informado;nao informado;nao informado;International;International
1855ac876f21a681d0a7237702b19ded85fe37657a80370dea6c9605f332c1f3;10010969;4;2;317 North Main Street;Elkhart;US;IN;Central;Domestic
4a91cd3721ab4d5aebb4ce105a3e1a4a609bc79da8ee20d9933f9db98f4bdaf6;10020684;2;2;5415 Lamco Drive;Montgomery;US;AL;Southern;Domestic
57347662277cfb72d3a36fc0c43a72a98707b368dc5212249603375fa106e0c7;10022470;2;2;Attention: Linda;Ormond Beach;US;FL;Southern;Domestic
22224bb004fdaa957b06a9925f3ad5d64e1f50b89d4463920b3993515725d2f9;10021736;5;1;nao informado;nao informado;nao informado;nao informado;International;International
0d8d0a3e2913078e791efdb075b65895d27ce84ffec0ed2f54ec97ae4db56acf;10020491;5;1;nao informado;nao informado;nao informado;nao informado;International;International
b1d0debc8ae65b46abe0f17cf585a83ec3882cf18ae72beed2970f9cee472aa3;10015253;5;1;nao informado;nao informado;nao informado;nao informado;International;International
e888aba4323e1553c656de163e17ee8979abf70def33a7a1645bf45d543b219e;10006805;2;2;1801 NW 82nd Ave;Miami;US;FL;Southern;Domestic
cab4aa41054b674183b3c8154f65d318f84ed826440fc6611cf95ce372a460db;10000469;0;1;Attention:  Accounts Payable;Montreal;CA;QU;Canada;International
9321f5a716059e13e78caa59dbb1377800a291a55591f3975cab122cc4093ede;10000461;0;1;1391 Gay Lussac;Boucherville;CA;QU;Canada;International
2694d116c29acbb4a4a3b3f58edd5ba21d56b64c79ba5ef77beb1875952b6147;10023023;4;2;600 South Brooks Avenue;Thief River Falls;US;MN;Central;Domestic
82669edbfb1ad4c1fa173217ed6809867443aee87a4e3a0a06df263af12112f8;10024009;2;2;PO Box 582510;Tulsa;US;OK;Southern;Domestic
8cb34f4d9dad09172a6f76630d1085a6c1b44280b077734f75e901429893ff13;10013052;5;1;nao informado;nao informado;nao informado;nao informado;International;International
3662c94cda29ecf28db8325e7ff5480fe7eae209dfdb519c42ba411c0e9bba74;10010970;2;2;1477 E Highway 356;Irving;US;TX;Southern;Domestic
cfacc961198339abf9f8254333195519bf8c2ed6c4659dae2b4c9d72c0498fef;10020080;5;1;nao informado;nao informado;nao informado;nao informado;International;International
993c0171977259d307468bbee98a4ec685d70ec3fbdd540155d063fb5f5a795f;10019909;4;2;500 Airport Drive;Shawano;US;WI;Central;Domestic
91ff262d4ed34d89298f77be68c6816654ec0854b04522384f2b0843bcdb0483;10019897;2;2;7210 Gateway East;El Paso;US;TX;Southern;Domestic
53e16bddd426ee62507f8b78b10cf816f1376ca5d769535f3926440d1c4dbbd2;10011979;5;1;Rua Eng Ferreira Dia 241-243;4100 Porto;UK;nao informado;International;International
c93f633c0dd2481e0b1c1b7e5d9cc3305c0432d6ea2fcf29334515b69910bd49;10010717;4;2;208 W Main;Waterville;US;KS;Central;Domestic
72160b1f6001701309f5fd9bd8ffdc996728c53af9ae24dedcc098a680a3e635;10024999;4;2;RR 2 BOX 9;Andover;US;SD;Central;Domestic
ea0432c6149704cbf8a68aa48ffcd3a05c64bce863302a097d05d403019627eb;10025052;5;1;150-3 Chilkei-Dong;Songtan SI;AU;nao informado;International;International
69660d4da3d5ac95e4016bc1363880a2710bd4fb71af29ec111bff50cd9ebe48;10012851;5;1;nao informado;nao informado;nao informado;nao informado;International;International
edc19ee130b685ad2ebb3e7d2f1aefc6d5c1074530e21246719267ccfb28f8cd;10021470;3;2;815 Hellam Street;Wrightsville;US;PA;Northeast;Domestic
52967a9078703f6eb05a49c40de7853acbe60a82e64b521f79b9635c31bc355d;10025298;0;1;1111 Finch Avenue West;Toronto;CA;ON;Canada;International
b3c72c6e16fda6a07ad1ca381189338df163d4b7c7394d5724d0cba9be79ed0f;10013670;5;1;nao informado;nao informado;nao informado;nao informado;International;International
4d95287461f8719131d0246f46a096e64f96a2190c3f7dbeb3971453fa5a1352;10007866;5;1;Rua Sepetiba 464;Sao Paulo;UK;nao informado;International;International
932236d1ca6941eb0b9bfca657f7054639e0f7bab5812b2257b6e0dfa44f6740;10025791;1;2;PO Box 667;Prineville;US;OR;Western;Domestic
5a1420c27475c0c170ac97a2047a2c861d912649597c92e320a27fd7ff68dc6b;10017054;4;2;7640 North Telegraph;Newport;US;MI;Central;Domestic
888e8d0a18c19ceefd5a591f27bcca117ff44a038e9724c9d2ceb858c32d5370;10023221;4;2;Attention  Accounts Payable Department;Overland Park;US;KS;Central;Domestic
66e05d153fddd8c8c19f4110a580d471e6df136a1e0b82e77f9f59b297920670;10022725;2;2;1723 Webb Drive;Norcross;US;GA;Southern;Domestic
cdd5d85bcda763c3d1fccaef480aee5ca72d3159e87f917cff44089df2cb386b;10023509;2;2;513 West Waters Avenue;Tampa;US;FL;Southern;Domestic
aa5d958c512d439d289c1ea1f99f97161c9fcb1be9c99454ef220f5294f66bec;10008134;3;2;23308 Airpark Drive;Petersburg;US;VA;Northeast;Domestic
74420148f95e49c68551697e99bfab5bf13a5b9d478dd79a1c7c9de96fc1e366;10025737;5;1;nao informado;nao informado;nao informado;nao informado;International;International
06236028a1eff02e7a4eda07d983de286c7bebf3ce5b83224334a403567007b0;10024260;1;2;PO Box 13056;Spokane;US;WA;Western;Domestic
ebcd11007eca6dc50a92f2c586736fe4c8d0fcff6e41721f7b4132d72c86be62;10024270;1;2;PO Box 1010;Maxwell;US;CA;Western;Domestic
828730eacf9663be764df31ba4ce6f9a72374463c7eace30c9fdbbc4a747085e;10003749;5;1;nao informado;nao informado;nao informado;nao informado;International;International
a76d21e81fc9990b56e9810b9f2f8a899660daf71548ef85474ecd2844f729e1;10007183;5;1;nao informado;nao informado;nao informado;nao informado;International;International
6c6dd5277f4c80f72a7fb1bfe9ea11608d1f0c1066aebca4630071233229a0a1;10017307;0;1;10401 Boul Parkway;Anjou;CA;QU;Canada;International
c617836926a3d8bff8926c4034daef14532df16b7af8b8570ac29e97e42a50cb;10000499;5;1;nao informado;nao informado;nao informado;nao informado;International;International
fdd7f11a1eb6b438c776c8aecd3ecadbbf55b8c95c62e0e5afa5154abbbc2341;10007134;5;1;nao informado;nao informado;nao informado;nao informado;International;International
b569a60b5c50e637dd0f380e43e03f33834d37ce9913193303454c5a1771d022;10009639;5;1;Industriestrasse 17;Industriestrasse 17;UK;nao informado;International;International
5df18eb3c3b57ff17d596dbc1f05c2f0f142fc19499dcc73b6830447e4a24b2c;10018867;4;2;2400 R E O Drive;Flint;US;MI;Central;Domestic
